malagasy,english,french,alpha_range,url
lahin-tsaingona,,,-,https://tenymalagasy.org/bins/teny2/lahintsaingona
lahin-tsavily,,gond,-,https://tenymalagasy.org/bins/teny2/lahintsavily
lahin-tsoavaly,,,-,https://tenymalagasy.org/bins/teny2/lahintsoavaly
lahina,,,-,https://tenymalagasy.org/bins/teny2/lahina
lahinabo,,anode,-,https://tenymalagasy.org/bins/teny2/lahinabo
lahinainginy,,,-,https://tenymalagasy.org/bins/teny2/lahinainginy
lahinaratra,,électrode,-,https://tenymalagasy.org/bins/teny2/lahinaratra
lahindefona,,,-,https://tenymalagasy.org/bins/teny2/lahindefona
lahindrafitra,,languette,-,https://tenymalagasy.org/bins/teny2/lahindrafitra
lahindrano,,canal,-,https://tenymalagasy.org/bins/teny2/lahindrano
lahindrengy,,,-,https://tenymalagasy.org/bins/teny2/lahindrengy
lahiniba,,cathode,-,https://tenymalagasy.org/bins/teny2/lahiniba
lahinify,,,-,https://tenymalagasy.org/bins/teny2/lahinify
lahinjiro,wick (a),mèche (une),-,https://tenymalagasy.org/bins/teny2/lahinjiro
lahinkazo,,triceps,-,https://tenymalagasy.org/bins/teny2/lahinkazo
lahinkirika,,"cheville,tampon",-,https://tenymalagasy.org/bins/teny2/lahinkirika
lahintangerina,,,-,https://tenymalagasy.org/bins/teny2/lahintangerina
lahintoky,,,-,https://tenymalagasy.org/bins/teny2/lahintoky
lahiriky,,,-,https://tenymalagasy.org/bins/teny2/lahiriky
lahiroa,,,-,https://tenymalagasy.org/bins/teny2/lahiroa
lahirodona,,,-,https://tenymalagasy.org/bins/teny2/lahirodona
lahirohy,,,-,https://tenymalagasy.org/bins/teny2/lahirohy
lahirona,,,-,https://tenymalagasy.org/bins/teny2/lahirona
lahiroy,,,-,https://tenymalagasy.org/bins/teny2/lahiroy
lahitakosohana,,,-,https://tenymalagasy.org/bins/teny2/lahitakosohana
lahiteo,,,-,https://tenymalagasy.org/bins/teny2/lahiteo
lahitokana,,,-,https://tenymalagasy.org/bins/teny2/lahitokana
lahitovo,,,-,https://tenymalagasy.org/bins/teny2/lahitovo
lahive,,porc,-,https://tenymalagasy.org/bins/teny2/lahive
lahivozaka,,,-,https://tenymalagasy.org/bins/teny2/lahivozaka
lahivozake,,,-,https://tenymalagasy.org/bins/teny2/lahivozake
laho,,"peu s'en est fallu,point de (sur le)",-,https://tenymalagasy.org/bins/teny2/laho
laho mety tany,,,-,https://tenymalagasy.org/bins/teny2/lahometytany
lahoina,,,-,https://tenymalagasy.org/bins/teny2/lahoina
laholaho,,,-,https://tenymalagasy.org/bins/teny2/laholaho
laholahoina,,,-,https://tenymalagasy.org/bins/teny2/laholahoina
lahy,,,-,https://tenymalagasy.org/bins/teny2/lahy
lahy,"husband (a),male (a),man (a),masculine","homme (un),mâle,mâle (un),mari (un),masculin",-,https://tenymalagasy.org/bins/teny2/lahy
lahy antitra,,,-,https://tenymalagasy.org/bins/teny2/lahyantitra
lahôtry,,,-,https://tenymalagasy.org/bins/teny2/lahotry
laibany,,"chef (un),patron (un)",-,https://tenymalagasy.org/bins/teny2/laibany
laibato,,,-,https://tenymalagasy.org/bins/teny2/laibato
laifito,,brume de sept jours,-,https://tenymalagasy.org/bins/teny2/laifito
laihano,,,-,https://tenymalagasy.org/bins/teny2/laihano
laijoby,,,-,https://tenymalagasy.org/bins/teny2/laijoby
laika,,démarche grave,-,https://tenymalagasy.org/bins/teny2/laika
laika,layman (a),laïque (un),-,https://tenymalagasy.org/bins/teny2/laika
laikaina,,,-,https://tenymalagasy.org/bins/teny2/laikaina
laikalaika,,,-,https://tenymalagasy.org/bins/teny2/laikalaika
laikao,,,-,https://tenymalagasy.org/bins/teny2/laikao
laikenana,,,-,https://tenymalagasy.org/bins/teny2/laikenana
laikera,,,-,https://tenymalagasy.org/bins/teny2/laikera
laikia,,,-,https://tenymalagasy.org/bins/teny2/laikia
laiko,,,-,https://tenymalagasy.org/bins/teny2/laiko
laikoina,,,-,https://tenymalagasy.org/bins/teny2/laikoina
laikolaiko,gait,,-,https://tenymalagasy.org/bins/teny2/laikolaiko
laikoy,,,-,https://tenymalagasy.org/bins/teny2/laikoy
lailana,,,-,https://tenymalagasy.org/bins/teny2/lailana
lailay,,,-,https://tenymalagasy.org/bins/teny2/lailay
laim-bary,,,-,https://tenymalagasy.org/bins/teny2/laimbary
laim-boatavo,,,-,https://tenymalagasy.org/bins/teny2/laimboatavo
laim-panihy,,,-,https://tenymalagasy.org/bins/teny2/laimpanihy
laimanjava,,,-,https://tenymalagasy.org/bins/teny2/laimanjava
laimbendro,,,-,https://tenymalagasy.org/bins/teny2/laimbendro
laimbolo,,,-,https://tenymalagasy.org/bins/teny2/laimbolo
laimpana,,,-,https://tenymalagasy.org/bins/teny2/laimpana
lain' amiana,,,-,https://tenymalagasy.org/bins/teny2/lainamiana
lain-draketa,,,-,https://tenymalagasy.org/bins/teny2/laindraketa
laina,"idleness,laziness,sluggishness",paresse,-,https://tenymalagasy.org/bins/teny2/laina
laina,,,-,https://tenymalagasy.org/bins/teny2/laina
lainalaina,"carelessness,heedlessness",,-,https://tenymalagasy.org/bins/teny2/lainalaina
lainalainaina,,,-,https://tenymalagasy.org/bins/teny2/lainalainaina
lainalainao,,,-,https://tenymalagasy.org/bins/teny2/lainalainao
laindramoto,,,-,https://tenymalagasy.org/bins/teny2/laindramoto
lainga,"falsehood (a),lie (a)","fausse apparence (une),mensonge (un)",-,https://tenymalagasy.org/bins/teny2/lainga
laingafora,,,-,https://tenymalagasy.org/bins/teny2/laingafora
laingaina,"falsified (to be),lied to (to be)","ment (à qui on),trompe en mentant (qu'on)",-,https://tenymalagasy.org/bins/teny2/laingaina
laingalainga,,,-,https://tenymalagasy.org/bins/teny2/laingalainga
laingao,,,-,https://tenymalagasy.org/bins/teny2/laingao
laingibongo,,,-,https://tenymalagasy.org/bins/teny2/laingibongo
laingo,tip of a plant,bout d'une plante,-,https://tenymalagasy.org/bins/teny2/laingo
laingoakalana,,,-,https://tenymalagasy.org/bins/teny2/laingoakalana
laingoala,,,-,https://tenymalagasy.org/bins/teny2/laingoala
laingoana,,,-,https://tenymalagasy.org/bins/teny2/laingoana
laingobe,,,-,https://tenymalagasy.org/bins/teny2/laingobe
laingobongo,,,-,https://tenymalagasy.org/bins/teny2/laingobongo
laingodroy,,,-,https://tenymalagasy.org/bins/teny2/laingodroy
laingofotsy,,,-,https://tenymalagasy.org/bins/teny2/laingofotsy
laingohazo,,,-,https://tenymalagasy.org/bins/teny2/laingohazo
laingoina,,,-,https://tenymalagasy.org/bins/teny2/laingoina
laingoivaka,,,-,https://tenymalagasy.org/bins/teny2/laingoivaka
laingokalana,,,-,https://tenymalagasy.org/bins/teny2/laingokalana
laingolaingo,,,-,https://tenymalagasy.org/bins/teny2/laingolaingo
laingomaimbo,,,-,https://tenymalagasy.org/bins/teny2/laingomaimbo
laingomandady,,,-,https://tenymalagasy.org/bins/teny2/laingomandady
laingomantatsimo,,,-,https://tenymalagasy.org/bins/teny2/laingomantatsimo
laingomantsina,,,-,https://tenymalagasy.org/bins/teny2/laingomantsina
laingomboraka,,,-,https://tenymalagasy.org/bins/teny2/laingomboraka
laingomena,,"bougainvillée (la),bougainvillier (le)",-,https://tenymalagasy.org/bins/teny2/laingomena
laingomenanala,,,-,https://tenymalagasy.org/bins/teny2/laingomenanala
laingon-tava,,,-,https://tenymalagasy.org/bins/teny2/laingontava
laingon-tsofina,,,-,https://tenymalagasy.org/bins/teny2/laingontsofina
laingondroy,,,-,https://tenymalagasy.org/bins/teny2/laingondroy
laingonkalana,,,-,https://tenymalagasy.org/bins/teny2/laingonkalana
laingonomby,,,-,https://tenymalagasy.org/bins/teny2/laingonomby
laingonondry,,,-,https://tenymalagasy.org/bins/teny2/laingonondry
laingontohatra,,,-,https://tenymalagasy.org/bins/teny2/laingontohatra
laingontratrany,,,-,https://tenymalagasy.org/bins/teny2/laingontratrany
laingontsintsina,,,-,https://tenymalagasy.org/bins/teny2/laingontsintsina
laingontsorony,,,-,https://tenymalagasy.org/bins/teny2/laingontsorony
laingony,shoot,,-,https://tenymalagasy.org/bins/teny2/laingony
laingosana,"cropped,cut",,-,https://tenymalagasy.org/bins/teny2/laingosana
laingosy,,,-,https://tenymalagasy.org/bins/teny2/laingosy
laingotohatra,,,-,https://tenymalagasy.org/bins/teny2/laingotohatra
laingovahira,,,-,https://tenymalagasy.org/bins/teny2/laingovahira
laingoviakoholahy,,,-,https://tenymalagasy.org/bins/teny2/laingoviakoholahy
laingoy,,,-,https://tenymalagasy.org/bins/teny2/laingoy
lairiky,,,-,https://tenymalagasy.org/bins/teny2/lairiky
lairovy,,,-,https://tenymalagasy.org/bins/teny2/lairovy
laisay,,,-,https://tenymalagasy.org/bins/teny2/laisay
laisoa,cabbage (a),"chou (un),chou pommé (un),pomme de chou (une)",-,https://tenymalagasy.org/bins/teny2/laisoa
laisoa masombika,,chou frisé,-,https://tenymalagasy.org/bins/teny2/laisoamasombika
laisoaflera,,,-,https://tenymalagasy.org/bins/teny2/laisoaflera
laitaka,,,-,https://tenymalagasy.org/bins/teny2/laitaka
laitoka,,,-,https://tenymalagasy.org/bins/teny2/laitoka
laitra,"acted on (can be),done (can be),effected (can be),penetrated (can be),sustained (can be)","faire (qui peut se),pénétré",-,https://tenymalagasy.org/bins/teny2/laitra
laitrahazo,,,-,https://tenymalagasy.org/bins/teny2/laitrahazo
laitrazo,,,-,https://tenymalagasy.org/bins/teny2/laitrazo
laitsa,,,-,https://tenymalagasy.org/bins/teny2/laitsa
laitse,,,-,https://tenymalagasy.org/bins/teny2/laitse
laitsy,,,-,https://tenymalagasy.org/bins/teny2/laitsy
laivandana,,,-,https://tenymalagasy.org/bins/teny2/laivandana
laivozake,cuckcoo,coucou,-,https://tenymalagasy.org/bins/teny2/laivozake
laizina,,,-,https://tenymalagasy.org/bins/teny2/laizina
laizo,,,-,https://tenymalagasy.org/bins/teny2/laizo
lajena,,,-,https://tenymalagasy.org/bins/teny2/lajena
laka,,,-,https://tenymalagasy.org/bins/teny2/laka
laka,,,-,https://tenymalagasy.org/bins/teny2/laka
laka mahilatra,,,-,https://tenymalagasy.org/bins/teny2/lakamahilatra
laka-mody,,,-,https://tenymalagasy.org/bins/teny2/lakamody
lakaba,,,-,https://tenymalagasy.org/bins/teny2/lakaba
lakafotsy,,,-,https://tenymalagasy.org/bins/teny2/lakafotsy
lakaina,,,-,https://tenymalagasy.org/bins/teny2/lakaina
lakakely,,,-,https://tenymalagasy.org/bins/teny2/lakakely
lakakihefo,,,-,https://tenymalagasy.org/bins/teny2/lakakihefo
lakalahy,,,-,https://tenymalagasy.org/bins/teny2/lakalahy
lakalaka,,,-,https://tenymalagasy.org/bins/teny2/lakalaka
lakalaka anie Andriamanitra,,,-,https://tenymalagasy.org/bins/teny2/lakalakaanieandriamanitra
lakalakay,,,-,https://tenymalagasy.org/bins/teny2/lakalakay
lakale,,,-,https://tenymalagasy.org/bins/teny2/lakale
lakaly,hold of a ship,cale de navire,-,https://tenymalagasy.org/bins/teny2/lakaly
lakam-bato,,,-,https://tenymalagasy.org/bins/teny2/lakambato
lakam-pandroana,,baignoire,-,https://tenymalagasy.org/bins/teny2/lakampandroana
lakamanga,,,-,https://tenymalagasy.org/bins/teny2/lakamanga
lakamarefo,,,-,https://tenymalagasy.org/bins/teny2/lakamarefo
lakambazimba,bead (kind of),perle (sorte de),-,https://tenymalagasy.org/bins/teny2/lakambazimba
lakambo,,,-,https://tenymalagasy.org/bins/teny2/lakambo
lakamboho,,,-,https://tenymalagasy.org/bins/teny2/lakamboho
lakamisy,,,-,https://tenymalagasy.org/bins/teny2/lakamisy
lakamo,,,-,https://tenymalagasy.org/bins/teny2/lakamo
lakamoina,,,-,https://tenymalagasy.org/bins/teny2/lakamoina
lakamosina,,,-,https://tenymalagasy.org/bins/teny2/lakamosina
lakampiara,,pirogue à balancier,-,https://tenymalagasy.org/bins/teny2/lakampiara
lakan' aina,lifeboat,canot de sauvetage,-,https://tenymalagasy.org/bins/teny2/lakanaina
lakan-dambo,,,-,https://tenymalagasy.org/bins/teny2/lakandambo
lakan-drafitra,,,-,https://tenymalagasy.org/bins/teny2/lakandrafitra
lakan-drano,,canal (un),-,https://tenymalagasy.org/bins/teny2/lakandrano
lakan-jejo,,,-,https://tenymalagasy.org/bins/teny2/lakanjejo
lakan-jila,,pirogue (sorte de),-,https://tenymalagasy.org/bins/teny2/lakanjila
lakan-jilo,,pirogue (sorte de),-,https://tenymalagasy.org/bins/teny2/lakanjilo
lakana,"boat (a),canoe (a),dugout canoe (a)","bateau (un),pirogue (une)",-,https://tenymalagasy.org/bins/teny2/lakana
lakana very fivoy,,,-,https://tenymalagasy.org/bins/teny2/lakanaveryfivoy
lakandamosina,,,-,https://tenymalagasy.org/bins/teny2/lakandamosina
lakandrano-damosina,,,-,https://tenymalagasy.org/bins/teny2/lakandranodamosina
lakanina,,,-,https://tenymalagasy.org/bins/teny2/lakanina
lakanka,,violon,-,https://tenymalagasy.org/bins/teny2/lakanka
lakano,,,-,https://tenymalagasy.org/bins/teny2/lakano
lakao,,,-,https://tenymalagasy.org/bins/teny2/lakao
lakaoly,,,-,https://tenymalagasy.org/bins/teny2/lakaoly
lakaoly,glue,colle,-,https://tenymalagasy.org/bins/teny2/lakaoly
lakara,,,-,https://tenymalagasy.org/bins/teny2/lakara
lakasina,"beaten,flogged","battu,rossé",-,https://tenymalagasy.org/bins/teny2/lakasina
lakasino,,,-,https://tenymalagasy.org/bins/teny2/lakasino
lakasio,,,-,https://tenymalagasy.org/bins/teny2/lakasio
lakasirina,,,-,https://tenymalagasy.org/bins/teny2/lakasirina
lakasy,,,-,https://tenymalagasy.org/bins/teny2/lakasy
lakatalatala,,,-,https://tenymalagasy.org/bins/teny2/lakatalatala
lakato,clapping board (a),"bouclier (un),caverne (une)",-,https://tenymalagasy.org/bins/teny2/lakato
lakatom-bava,,,-,https://tenymalagasy.org/bins/teny2/lakatombava
lakatomaso,,,-,https://tenymalagasy.org/bins/teny2/lakatomaso
lakatra,,,-,https://tenymalagasy.org/bins/teny2/lakatra
lakavavy,,,-,https://tenymalagasy.org/bins/teny2/lakavavy
lake,,vitesse (idée de),-,https://tenymalagasy.org/bins/teny2/lake
lake raike,,,-,https://tenymalagasy.org/bins/teny2/lakeraike
lake vofinafa,,,-,https://tenymalagasy.org/bins/teny2/lakevofinafa
lake...asa,,,-,https://tenymalagasy.org/bins/teny2/lakeasa
lakevo,,cendres,-,https://tenymalagasy.org/bins/teny2/lakevo
lakilaky,,,-,https://tenymalagasy.org/bins/teny2/lakilaky
lakilasy,,classe,-,https://tenymalagasy.org/bins/teny2/lakilasy
lakile,key,"clef,clé",-,https://tenymalagasy.org/bins/teny2/lakile
lakimbero,,,-,https://tenymalagasy.org/bins/teny2/lakimbero
lakimitarala,,,-,https://tenymalagasy.org/bins/teny2/lakimitarala
lakintana,,,-,https://tenymalagasy.org/bins/teny2/lakintana
lakiny,,,-,https://tenymalagasy.org/bins/teny2/lakiny
lakira,,,-,https://tenymalagasy.org/bins/teny2/lakira
lakisy,"box,case,casket",,-,https://tenymalagasy.org/bins/teny2/lakisy
lakitambe,,,-,https://tenymalagasy.org/bins/teny2/lakitambe
lakitra,,,-,https://tenymalagasy.org/bins/teny2/lakitra
lako,,"énergie (sans),flasque,lent",-,https://tenymalagasy.org/bins/teny2/lako
lako,,,-,https://tenymalagasy.org/bins/teny2/lako
lakoamaka,,,-,https://tenymalagasy.org/bins/teny2/lakoamaka
lakobero,,,-,https://tenymalagasy.org/bins/teny2/lakobero
lakoina,,,-,https://tenymalagasy.org/bins/teny2/lakoina
lakolako,,,-,https://tenymalagasy.org/bins/teny2/lakolako
lakolakoina,,,-,https://tenymalagasy.org/bins/teny2/lakolakoina
lakolosy,bell,cloche,-,https://tenymalagasy.org/bins/teny2/lakolosy
lakolosy,,,-,https://tenymalagasy.org/bins/teny2/lakolosy
lakoly,glue,colle,-,https://tenymalagasy.org/bins/teny2/lakoly
lakomadina,pomade,pommade (une),-,https://tenymalagasy.org/bins/teny2/lakomadina
lakomady,,,-,https://tenymalagasy.org/bins/teny2/lakomady
lakondy,,,-,https://tenymalagasy.org/bins/teny2/lakondy
lakoraika,,"boule (la),cerveau (le),tête (la)",-,https://tenymalagasy.org/bins/teny2/lakoraika
lakoraona,,,-,https://tenymalagasy.org/bins/teny2/lakoraona
lakoroa,cross (the),croix (la),-,https://tenymalagasy.org/bins/teny2/lakoroa
lakosotra,,tromperie,-,https://tenymalagasy.org/bins/teny2/lakosotra
lakoy,,,-,https://tenymalagasy.org/bins/teny2/lakoy
lakozia,,cuisine,-,https://tenymalagasy.org/bins/teny2/lakozia
lakozy,kitchen,cuisine,-,https://tenymalagasy.org/bins/teny2/lakozy
lakroa,cross (the holy),icroix (la sainte),-,https://tenymalagasy.org/bins/teny2/lakroa
laktôzy,,lactose,-,https://tenymalagasy.org/bins/teny2/laktozy
laky,,,-,https://tenymalagasy.org/bins/teny2/laky
lala,,"aimé,chéri,connu,deuil des époux (le),épargne (une),rythme du chant (le),soins (des)",-,https://tenymalagasy.org/bins/teny2/lala
lala faharoa,,rythme d'un chant moins rapide,-,https://tenymalagasy.org/bins/teny2/lalafaharoa
lala voalohany,,rythme d'un chant rapide,-,https://tenymalagasy.org/bins/teny2/lalavoalohany
lala-dra,,,-,https://tenymalagasy.org/bins/teny2/laladra
lala-masaka,"highway (a),road (a),track (a)",,-,https://tenymalagasy.org/bins/teny2/lalamasaka
lala-maty,,,-,https://tenymalagasy.org/bins/teny2/lalamaty
lala-menaka,,,-,https://tenymalagasy.org/bins/teny2/lalamenaka
laladalaka,,,-,https://tenymalagasy.org/bins/teny2/laladalaka
laladalatra,,,-,https://tenymalagasy.org/bins/teny2/laladalatra
lalahibe,,,-,https://tenymalagasy.org/bins/teny2/lalahibe
lalahy,,"garçon (un),homme (un)",-,https://tenymalagasy.org/bins/teny2/lalahy
lalaina,"dear,loved","aimé,chéri",-,https://tenymalagasy.org/bins/teny2/lalaina
lalaitra,,,-,https://tenymalagasy.org/bins/teny2/lalaitra
lalaitry,,toux,-,https://tenymalagasy.org/bins/teny2/lalaitry
lalaka,"range,roominess,spacious,width","ampleur,amplitude,espace,largeur",-,https://tenymalagasy.org/bins/teny2/lalaka
lalake,,"espace (idée d'),largeur (idée de)",-,https://tenymalagasy.org/bins/teny2/lalake
lalakombelahy,,,-,https://tenymalagasy.org/bins/teny2/lalakombelahy
lalam-bady,,,-,https://tenymalagasy.org/bins/teny2/lalambady
lalam-bitsika,,,-,https://tenymalagasy.org/bins/teny2/lalambitsika
lalam-boahangy,,,-,https://tenymalagasy.org/bins/teny2/lalamboahangy
lalam-pananahana,,,-,https://tenymalagasy.org/bins/teny2/lalampananahana
lalam-panjakana,,,-,https://tenymalagasy.org/bins/teny2/lalampanjakana
lalam-panorenana,,constitution (une),-,https://tenymalagasy.org/bins/teny2/lalampanorenana
lalam-panorenana anaty,,,-,https://tenymalagasy.org/bins/teny2/lalampanorenanaanaty
lalam-panorenana ivelany,,,-,https://tenymalagasy.org/bins/teny2/lalampanorenanaivelany
lalam-panorenana mamadika,,commutative,-,https://tenymalagasy.org/bins/teny2/lalampanorenanamamadika
lalam-paritra,"highway (provincial),road (provincial)",route provinciale (une),-,https://tenymalagasy.org/bins/teny2/lalamparitra
lalam-pirenena,"highway (national),road (national)",route nationale (une),-,https://tenymalagasy.org/bins/teny2/lalampirenena
lalam-pitrandrahana,,,-,https://tenymalagasy.org/bins/teny2/lalampitrandrahana
lalam-po,"affection,favour,kindness",,-,https://tenymalagasy.org/bins/teny2/lalampo
lalambe,road,"avenue,route",-,https://tenymalagasy.org/bins/teny2/lalambe
lalambika,still,alambic,-,https://tenymalagasy.org/bins/teny2/lalambika
lalambisika,,,-,https://tenymalagasy.org/bins/teny2/lalambisika
lalamby,"railroad (a),railway (a)","chemin de fer (un),rail (un),voie ferrée (une)",-,https://tenymalagasy.org/bins/teny2/lalamby
lalan' i faraday,,,-,https://tenymalagasy.org/bins/teny2/lalanifaraday
lalan' i ohm,,,-,https://tenymalagasy.org/bins/teny2/lalaniohm
lalan' ny hazofijaliana,"way of sorrows,way of the cross",chemin de croix,-,https://tenymalagasy.org/bins/teny2/lalannyhazofijaliana
lalan-diofotsy,,,-,https://tenymalagasy.org/bins/teny2/lalandiofotsy
lalan-dra,"artery,blood vessel,vein","artère,vaisseau sanguin,veine",-,https://tenymalagasy.org/bins/teny2/lalandra
lalan-drano,"channel (a),gutter (a),water-course (a)",,-,https://tenymalagasy.org/bins/teny2/lalandrano
lalan-driaka,,rigole,-,https://tenymalagasy.org/bins/teny2/lalandriaka
lalan-drivotra,,,-,https://tenymalagasy.org/bins/teny2/lalandrivotra
lalan-gorodona,,,-,https://tenymalagasy.org/bins/teny2/lalangorodona
lalan-kanina,,tube digestif,-,https://tenymalagasy.org/bins/teny2/lalankanina
lalan-kaotra,"creases,wrinkles",,-,https://tenymalagasy.org/bins/teny2/lalankaotra
lalan-kely,,"allée,piste,sentier",-,https://tenymalagasy.org/bins/teny2/lalankely
lalan-kirozana,,,-,https://tenymalagasy.org/bins/teny2/lalankirozana
lalan-kitan-kisoa,,,-,https://tenymalagasy.org/bins/teny2/lalankitankisoa
lalan-kombana,,,-,https://tenymalagasy.org/bins/teny2/lalankombana
lalan-korisa,,piste-lacet,-,https://tenymalagasy.org/bins/teny2/lalankorisa
lalan-taimby,,goujures,-,https://tenymalagasy.org/bins/teny2/lalantaimby
lalan-tokana,,,-,https://tenymalagasy.org/bins/teny2/lalantokana
lalan-tongotra,"footpath (a),trail (a)","allée (une),piste (une),sentier (un)",-,https://tenymalagasy.org/bins/teny2/lalantongotra
lalan-tsarety,,,-,https://tenymalagasy.org/bins/teny2/lalantsarety
lalan-tsetroka,,,-,https://tenymalagasy.org/bins/teny2/lalantsetroka
lalan-tsirilahy,,spermiducte,-,https://tenymalagasy.org/bins/teny2/lalantsirilahy
lalan-tsirivavy,,oviducte,-,https://tenymalagasy.org/bins/teny2/lalantsirivavy
lalan-tsiry,,trompe,-,https://tenymalagasy.org/bins/teny2/lalantsiry
lalan-tsoavaly,road (the main),,-,https://tenymalagasy.org/bins/teny2/lalantsoavaly
lalan-tsofa,,,-,https://tenymalagasy.org/bins/teny2/lalantsofa
lalana,road (a),"chemin (un),route (une),rue (une),voie (une)",-,https://tenymalagasy.org/bins/teny2/lalana
lalana antenantenany,,cours moyen d'un fleuve,-,https://tenymalagasy.org/bins/teny2/lalanaantenantenany
lalana ara-potoana,,loi horaire,-,https://tenymalagasy.org/bins/teny2/lalanaarapotoana
lalana ava,,cours inférieur d'un fleuve,-,https://tenymalagasy.org/bins/teny2/lalanaava
lalana azon' ny fiara aleha,,route carrossable,-,https://tenymalagasy.org/bins/teny2/lalanaazonnyfiaraaleha
lalana binômialy,,binômiale,-,https://tenymalagasy.org/bins/teny2/lalanabinomialy
lalana ira,,cours supérieur d'un fleuve,-,https://tenymalagasy.org/bins/teny2/lalanaira
lalana laniera,,loi adoptée,-,https://tenymalagasy.org/bins/teny2/lalanalaniera
lalana madisa,,,-,https://tenymalagasy.org/bins/teny2/lalanamadisa
lalana mankamin' ny fampandrosoana,,voie de développement,-,https://tenymalagasy.org/bins/teny2/lalanamankaminnyfampandrosoana
lalana momba ny fitondrana,,droit,-,https://tenymalagasy.org/bins/teny2/lalanamombanyfitondrana
lalana rarivato,road (paved),route pavée (une),-,https://tenymalagasy.org/bins/teny2/lalanararivato
lalana siantifika,,,-,https://tenymalagasy.org/bins/teny2/lalanasiantifika
lalana tora-tady,,,-,https://tenymalagasy.org/bins/teny2/lalanatoratady
lalana voarakotra vatokely,,route (une),-,https://tenymalagasy.org/bins/teny2/lalanavoarakotravatokely
lalanafototra,,principe,-,https://tenymalagasy.org/bins/teny2/lalanafototra
lalanalasitra,,loi-cadre,-,https://tenymalagasy.org/bins/teny2/lalanalasitra
lalanan' ny fahasalamana,,,-,https://tenymalagasy.org/bins/teny2/lalanannyfahasalamana
lalanan' ny tolotra sy ny tinady,,loi de l'offre et de la demande,-,https://tenymalagasy.org/bins/teny2/lalanannytolotrasynytinady
lalanana,,,-,https://tenymalagasy.org/bins/teny2/lalanana
lalanatany,,piste (une),-,https://tenymalagasy.org/bins/teny2/lalanatany
lalanatara,,route (une),-,https://tenymalagasy.org/bins/teny2/lalanatara
lalanda,,épinard,-,https://tenymalagasy.org/bins/teny2/lalanda
lalandana,,,-,https://tenymalagasy.org/bins/teny2/lalandana
lalandanjiake,,,-,https://tenymalagasy.org/bins/teny2/lalandanjiake
lalandava,"all the time,constantly,continually,perpetually",continuellement,-,https://tenymalagasy.org/bins/teny2/lalandava
lalando,,,-,https://tenymalagasy.org/bins/teny2/lalando
lalandy,,,-,https://tenymalagasy.org/bins/teny2/lalandy
lalangala,,,-,https://tenymalagasy.org/bins/teny2/lalangala
lalangiala,,,-,https://tenymalagasy.org/bins/teny2/lalangiala
lalangy,"land (barren),soil (hard)",,-,https://tenymalagasy.org/bins/teny2/lalangy
lalanjaza,,vagin,-,https://tenymalagasy.org/bins/teny2/lalanjaza
lalantaratasy,,galet d'interligne,-,https://tenymalagasy.org/bins/teny2/lalantaratasy
lalantsara,corridor (a),"corridor (un),couloir (un)",-,https://tenymalagasy.org/bins/teny2/lalantsara
lalantsidiky,,,-,https://tenymalagasy.org/bins/teny2/lalantsidiky
lalao,"amusement (an),play (a),recreation (a)","amusement (un),jeu (un)",-,https://tenymalagasy.org/bins/teny2/lalao
lalaolao,,,-,https://tenymalagasy.org/bins/teny2/lalaolao
lalaovina,"mocked,played",,-,https://tenymalagasy.org/bins/teny2/lalaovina
lalaovy,,,-,https://tenymalagasy.org/bins/teny2/lalaovy
lalarana,,,-,https://tenymalagasy.org/bins/teny2/lalarana
lalarina,,,-,https://tenymalagasy.org/bins/teny2/lalarina
lalaro,,,-,https://tenymalagasy.org/bins/teny2/lalaro
lalatra,,"drainage,marque avec un tranchant",-,https://tenymalagasy.org/bins/teny2/lalatra
lale,,profond,-,https://tenymalagasy.org/bins/teny2/lale
lalefy,,,-,https://tenymalagasy.org/bins/teny2/lalefy
laleka,,,-,https://tenymalagasy.org/bins/teny2/laleka
laleke,,,-,https://tenymalagasy.org/bins/teny2/laleke
lalena,,,-,https://tenymalagasy.org/bins/teny2/lalena
lalerina,,moucheté,-,https://tenymalagasy.org/bins/teny2/lalerina
laletra,,,-,https://tenymalagasy.org/bins/teny2/laletra
laletse,,mouche domestique,-,https://tenymalagasy.org/bins/teny2/laletse
lali-morona,,,-,https://tenymalagasy.org/bins/teny2/lalimorona
lali-nofo,soil,terre,-,https://tenymalagasy.org/bins/teny2/lalinofo
laliambo,,,-,https://tenymalagasy.org/bins/teny2/laliambo
lalibanda,,,-,https://tenymalagasy.org/bins/teny2/lalibanda
lalibeariky,,,-,https://tenymalagasy.org/bins/teny2/lalibeariky
lalihy,,,-,https://tenymalagasy.org/bins/teny2/lalihy
lalikera,liquor,liqueur,-,https://tenymalagasy.org/bins/teny2/lalikera
laliky,,,-,https://tenymalagasy.org/bins/teny2/laliky
lalim-boatavo,,,-,https://tenymalagasy.org/bins/teny2/lalimboatavo
lalim-paka,,"enraciné,invétéré,profond",-,https://tenymalagasy.org/bins/teny2/lalimpaka
lalim-pototra,,"assis,fondements,solide",-,https://tenymalagasy.org/bins/teny2/lalimpototra
lalimanga,,,-,https://tenymalagasy.org/bins/teny2/lalimanga
lalimboay,,,-,https://tenymalagasy.org/bins/teny2/lalimboay
lalimoara,"buffet,cupboard","armoire,buffet",-,https://tenymalagasy.org/bins/teny2/lalimoara
lalimpito,,,-,https://tenymalagasy.org/bins/teny2/lalimpito
